id,airline,flight,source,departure,stops,arrival,destination,class,duration,days_left,price
23724,Air_India,AI-402,Kolkata,,one,Evening,Mumbai,Business,7.83,48.0,50271
23725,GO_FIRST,G8-424,Hyderabad,Early_Morning,one,Evening,Mumbai,Economy,12.58,26.0,4165
23726,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,9.83,30.0,10774
23727,Vistara,UK-940,Mumbai,Evening,one,Evening,Kolkata,Economy,22.33,29.0,6159
23728,Indigo,0.00E+00,Hyderabad,Afternoon,one,Evening,Kolkata,Economy,6.08,33.0,4390
23729,Air_India,AI-402,Kolkata,Morning,one,Evening,Mumbai,Economy,7.83,49.0,5523
23730,Vistara,UK-981,Delhi,,one,Morning,Chennai,Business,,10.0,57992
23731,,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.42,19.0,59254
23732,Vistara,UK-738,Kolkata,Evening,one,Evening,Mumbai,Business,21.75,10.0,60351
23733,Vistara,UK-897,Bangalore,Early_Morning,one,Morning,Delhi,Economy,25.08,,3496
23734,Air_India,AI-430,Chennai,Morning,one,Late_Night,Bangalore,Economy,14.25,33.0,6308
23735,Vistara,UK-659,Hyderabad,Morning,two_or_more,Night,Bangalore,Economy,9.42,29.0,11367
23736,Vistara,UK-659,Hyderabad,Morning,two_or_more,Evening,Kolkata,Economy,8.58,16.0,13347
23737,Air_India,AI-541,Hyderabad,Evening,one,Morning,Mumbai,Economy,16.83,,4363
23738,Air_India,AI-619,Mumbai,Night,one,Morning,Delhi,Economy,12.75,36.0,3819
23739,Air_India,AI-501,Bangalore,Afternoon,one,Afternoon,Hyderabad,Economy,23.08,1.0,18937
23740,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Kolkata,Business,27.58,6.0,49725
23741,Vistara,UK-720,Kolkata,Early_Morning,one,Afternoon,Mumbai,Economy,6.83,12.0,10425
23742,SpiceJet,SG-8946,Delhi,Morning,one,Afternoon,Bangalore,Economy,25.67,31.0,9788
23743,Air_India,AI-676,Kolkata,,one,Morning,Delhi,Economy,23.5,37.0,5810
23744,Vistara,UK-774,Kolkata,Night,one,Afternoon,Delhi,Business,17.5,28.0,74015
23745,,G8-113,Delhi,Early_Morning,one,Morning,Mumbai,Economy,5.58,38.0,6146
23746,Vistara,UK-854,Bangalore,Evening,one,Evening,Chennai,Economy,25.5,13.0,9241
23747,Indigo,0.00E+00,Delhi,Evening,,Night,Mumbai,Economy,5.33,18.0,3959
23748,Vistara,UK-838,Chennai,Night,zero,Night,Delhi,Business,2.83,26.0,27792
23749,Vistara,UK-846,Bangalore,Morning,one,Night,Delhi,Business,14.5,18.0,54841
23750,Air_India,AI-9891,Hyderabad,Evening,two_or_more,Evening,Mumbai,Economy,,17.0,7895
23751,,UK-738,Kolkata,Evening,one,Night,Chennai,Business,25.5,17.0,55983
23752,Air_India,AI-9891,Hyderabad,,two_or_more,Morning,Mumbai,Economy,14.92,29.0,7496
23753,,AI-768,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,8.67,37.0,7999
23754,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,12.17,38.0,42521
23755,Vistara,UK-941,Delhi,Evening,one,Morning,Chennai,Economy,16.08,44.0,4979
23756,Air_India,AI-539,Chennai,Evening,one,Late_Night,Bangalore,Business,7.17,,60260
23757,AirAsia,I5-787,Delhi,Early_Morning,one,Night,Chennai,Economy,16.25,11.0,7426
23758,Air_India,AI-629,Mumbai,Evening,one,Late_Night,Delhi,Business,8.67,44.0,32609
23759,Air_India,AI-9881,Hyderabad,Afternoon,one,Evening,Delhi,Economy,27.5,12.0,15111
23760,,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Business,14.0,5.0,91659
23761,GO_FIRST,G8-118,Bangalore,Night,zero,Late_Night,Delhi,Economy,2.92,40.0,4500
23762,AirAsia,I5-741,Bangalore,Morning,one,Night,Kolkata,Economy,11.83,30.0,5176
23763,AirAsia,I5-1982,Bangalore,Early_Morning,one,Late_Night,Delhi,Economy,17.33,8.0,9799
23764,Indigo,0.00E+00,Kolkata,Afternoon,one,Night,Hyderabad,Economy,7.33,24.0,11112
23765,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Business,,,31462
23766,Air_India,AI-539,Chennai,Evening,one,Morning,Mumbai,Business,18.25,32.0,49553
23767,GO_FIRST,G8-789,Kolkata,Morning,one,Night,Mumbai,Economy,11.83,40.0,5507
23768,Indigo,0.00E+00,Chennai,Morning,one,Evening,Mumbai,Economy,7.42,,4027
23769,,AI-538,Chennai,,one,Evening,Mumbai,Economy,21.67,6.0,9719
23770,AirAsia,I5-1426,Bangalore,Afternoon,two_or_more,Night,Kolkata,Economy,10.33,29.0,3845
23771,Vistara,UK-930,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,5.08,13.0,60365
23772,AirAsia,I5-582,Kolkata,Morning,one,Evening,Delhi,Economy,10.25,48.0,3911
23773,SpiceJet,SG-8158,Mumbai,Evening,one,Morning,Kolkata,Economy,13.67,22.0,5289
23774,Indigo,0.00E+00,Delhi,,one,Late_Night,Chennai,Economy,4.92,10.0,8596
23775,Vistara,UK-826,Chennai,Afternoon,one,Night,Delhi,Economy,9.42,21.0,5606
23776,GO_FIRST,G8-704,Kolkata,Evening,,Night,Mumbai,Economy,6.5,37.0,5520
23777,Air_India,AI-770,Kolkata,Night,one,Morning,Bangalore,Economy,12.42,22.0,6633
23778,Indigo,0.00E+00,Chennai,,one,Night,Mumbai,Economy,8.92,,4027
23779,Indigo,0.00E+00,Delhi,Afternoon,zero,Evening,Kolkata,Economy,2.17,27.0,3999
23780,Vistara,UK-828,Chennai,Early_Morning,one,Evening,Delhi,Business,11.08,21.0,57920
23781,Indigo,0.00E+00,Chennai,Evening,zero,Night,Delhi,Economy,2.75,,7352
23782,,SG-678,Chennai,Early_Morning,,Morning,Delhi,Economy,27.17,2.0,14460
23783,Air_India,AI-538,Chennai,Night,one,Night,Mumbai,Economy,,26.0,4357
23784,Vistara,UK-832,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,11.92,19.0,6437
23785,,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Business,18.58,5.0,56476
23786,Vistara,UK-774,Kolkata,,one,Evening,Delhi,Business,21.5,5.0,74015
23787,Air_India,AI-9518,Hyderabad,Night,zero,Night,Bangalore,Economy,1.5,17.0,2091
23788,GO_FIRST,G8-2508,Mumbai,Night,one,Morning,Bangalore,Economy,,38.0,6319
23789,Air_India,AI-402,Kolkata,,zero,Afternoon,Delhi,Economy,,28.0,3437
23790,Vistara,UK-815,Delhi,Morning,zero,Morning,Bangalore,Business,2.75,5.0,40296
23791,Indigo,0.00E+00,Delhi,Early_Morning,one,Evening,Bangalore,Economy,11.17,16.0,6332
23792,Vistara,UK-834,Chennai,,zero,Evening,Delhi,Economy,2.75,42.0,2051
23793,Vistara,UK-870,Hyderabad,Night,one,Afternoon,Mumbai,Business,17.58,48.0,52715
23794,,AI-804,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.0,15.0,15679
23795,Indigo,0.00E+00,Hyderabad,Evening,zero,Evening,Chennai,Economy,1.25,33.0,1788
23796,Indigo,0.00E+00,Bangalore,Night,one,Early_Morning,Mumbai,Economy,,47.0,3012
23797,,AI-867,Mumbai,Night,one,Afternoon,Bangalore,Economy,15.0,26.0,6502
23798,Air_India,AI-763,Kolkata,Early_Morning,two_or_more,Evening,Mumbai,Economy,33.42,10.0,12920
23799,Vistara,UK-814,Bangalore,Night,one,Morning,Hyderabad,Economy,12.5,,6133
23800,,G8-345,Mumbai,Night,one,Early_Morning,Kolkata,Economy,9.33,23.0,5817
23801,Indigo,0.00E+00,Delhi,Night,one,Early_Morning,Chennai,Economy,8.67,6.0,7950
23802,AirAsia,I5-792,Delhi,,one,Late_Night,Bangalore,Economy,12.0,35.0,4019
23803,Air_India,AI-767,Delhi,Afternoon,one,Night,Hyderabad,Economy,9.08,,4940
23804,Vistara,UK-864,Bangalore,Evening,,Early_Morning,Hyderabad,Economy,12.83,42.0,5322
23805,Indigo,6.00E-176,Mumbai,Afternoon,one,Night,Delhi,Economy,6.25,30.0,3681
23806,GO_FIRST,G8-317,Mumbai,Early_Morning,zero,Early_Morning,Bangalore,Economy,,42.0,2124
23807,Air_India,AI-503,Bangalore,Evening,,Evening,Hyderabad,Business,25.5,43.0,56476
23808,,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,19.33,11.0,10018
23809,Air_India,AI-508,Hyderabad,Afternoon,one,Morning,Mumbai,Business,19.5,33.0,32420
23810,,AI-610,Bangalore,Evening,one,Morning,Delhi,Economy,,38.0,4294
23811,Vistara,UK-870,Hyderabad,Night,one,Evening,Chennai,Economy,19.75,6.0,11319
23812,Vistara,UK-860,Hyderabad,Early_Morning,one,Morning,Kolkata,Economy,25.75,28.0,6275
23813,Air_India,AI-442,Mumbai,Afternoon,one,Evening,Hyderabad,Economy,,,8508
23814,,UK-986,Mumbai,Night,one,Afternoon,Hyderabad,Business,13.83,23.0,45805
23815,,UK-940,Mumbai,Evening,one,Morning,Bangalore,Economy,16.08,2.0,12468
23816,,0.00E+00,Bangalore,,one,Evening,Hyderabad,Economy,4.58,19.0,4338
23817,,AI-885,Delhi,,one,Night,Hyderabad,Economy,10.17,43.0,7514
23818,AirAsia,I5-741,Bangalore,Morning,one,Night,Kolkata,Economy,11.83,27.0,3393
23819,AirAsia,I5-784,Delhi,Evening,one,Morning,Kolkata,Economy,16.92,35.0,5275
23820,Vistara,UK-810,Bangalore,Early_Morning,one,Evening,Kolkata,Business,11.08,17.0,60508
23821,Air_India,AI-687,Mumbai,,one,Morning,Bangalore,Economy,16.92,,9201
23822,Indigo,0.00E+00,Mumbai,Evening,zero,Evening,Hyderabad,Economy,1.33,,2901
23823,Air_India,AI-672,Chennai,Evening,one,Afternoon,Delhi,Economy,20.17,44.0,3916
23824,,AI-840,Hyderabad,Night,one,Morning,Mumbai,Business,,26.0,45883
23825,,SG-531,Bangalore,Morning,one,Morning,Delhi,Economy,,20.0,4336
23826,AirAsia,I5-783,Delhi,Early_Morning,one,Afternoon,Bangalore,Economy,6.75,7.0,7423
23827,Vistara,UK-945,Delhi,Morning,one,Evening,Chennai,Economy,8.25,44.0,4979
23828,Vistara,UK-835,Delhi,Evening,one,Morning,Mumbai,Economy,,26.0,5040
23829,Air_India,AI-867,Mumbai,Night,,Night,Bangalore,Business,22.58,31.0,54608
23830,Air_India,AI-660,Mumbai,Evening,one,Afternoon,Chennai,Business,18.67,19.0,49613
23831,Vistara,UK-873,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.33,39.0,5232
23832,Air_India,AI-505,Bangalore,Morning,one,Evening,Mumbai,Economy,7.58,28.0,6158
23833,AirAsia,I5-1563,Kolkata,,two_or_more,Late_Night,Delhi,Economy,7.67,46.0,3014
23834,Air_India,AI-531,Delhi,Evening,one,Night,Mumbai,Business,24.75,40.0,31462
23835,Indigo,0.00E+00,Kolkata,Morning,one,Evening,Hyderabad,Economy,6.25,37.0,5230
23836,AirAsia,I5-1518,Hyderabad,Evening,one,Late_Night,Delhi,Economy,7.58,,2228
23837,Indigo,0.00E+00,Delhi,Evening,one,Night,Chennai,Economy,5.42,42.0,4729
23838,Air_India,AI-526,Kolkata,Evening,one,Early_Morning,Chennai,Economy,13.0,47.0,3644
23839,Vistara,UK-772,Kolkata,Morning,zero,Afternoon,Mumbai,Economy,2.58,36.0,4499
23840,Air_India,AI-516,Bangalore,,one,Morning,Delhi,Business,25.42,14.0,35554
23841,,AI-559,Hyderabad,Early_Morning,one,Late_Night,Bangalore,Business,17.67,,56590
23842,Air_India,AI-809,Mumbai,Morning,one,Morning,Chennai,Economy,22.92,8.0,13937
23843,Vistara,UK-812,Bangalore,Morning,one,Evening,Kolkata,Business,8.33,,60508
23844,Vistara,UK-860,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Business,8.17,26.0,58315
23845,Indigo,0.00E+00,Delhi,,one,Evening,Bangalore,Economy,7.5,,3671
23846,Vistara,UK-826,Chennai,Afternoon,one,Late_Night,Delhi,Business,12.42,17.0,45600
23847,SpiceJet,SG-8187,Delhi,Afternoon,one,Afternoon,Kolkata,Economy,,39.0,18026
23848,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Bangalore,Business,13.25,22.0,60978
23849,Vistara,UK-876,Hyderabad,Night,one,Evening,Delhi,Economy,20.5,,5892
23850,Indigo,0.00E+00,Kolkata,Early_Morning,one,Afternoon,Hyderabad,Economy,6.33,,6489
23851,,UK-852,Bangalore,Morning,one,Night,Hyderabad,Economy,11.42,30.0,5322
23852,,UK-836,Chennai,Morning,one,Night,Mumbai,Business,11.25,12.0,69713
23853,Vistara,UK-951,Delhi,Afternoon,,Night,Bangalore,Economy,6.58,8.0,10680
23854,Air_India,AI-673,Mumbai,Early_Morning,one,Afternoon,Delhi,Economy,6.75,10.0,16474
23855,,AI-804,Bangalore,Early_Morning,one,Evening,Mumbai,Economy,13.83,44.0,6578
23856,AirAsia,I5-319,Kolkata,Afternoon,two_or_more,Late_Night,Bangalore,Economy,11.5,12.0,3862
23857,Air_India,AI-559,Hyderabad,Early_Morning,one,Evening,Mumbai,Business,11.5,16.0,45883
23858,Indigo,0.00E+00,Chennai,Early_Morning,one,Morning,Kolkata,Economy,5.5,14.0,7326
23859,GO_FIRST,G8-119,Delhi,Evening,zero,Night,Bangalore,Economy,2.75,41.0,4501
23860,Indigo,0.00E+00,Bangalore,,one,Night,Delhi,Economy,7.42,1.0,19721
23861,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Delhi,Business,15.25,28.0,65033
23862,Indigo,0.00E+00,Delhi,Afternoon,zero,Afternoon,Hyderabad,Economy,,28.0,2098
23863,Indigo,0.00E+00,Kolkata,Evening,one,Night,Chennai,Economy,5.33,18.0,5871
23864,Vistara,UK-878,Hyderabad,Afternoon,one,Morning,Delhi,Business,19.67,29.0,47395
23865,,0.00E+00,Kolkata,Morning,one,Evening,Chennai,Economy,,41.0,3620
23866,Vistara,UK-945,Delhi,Morning,one,Early_Morning,Hyderabad,Economy,20.17,40.0,5772
23867,,UK-808,Bangalore,Early_Morning,one,Evening,Kolkata,Business,10.08,42.0,60508
23868,Air_India,AI-424,Kolkata,Afternoon,,Morning,Hyderabad,Business,22.42,41.0,52063
23869,,UK-816,Bangalore,Morning,one,Night,Kolkata,Economy,11.25,,8112
23870,GO_FIRST,G8-336,Delhi,Afternoon,zero,Evening,Mumbai,Economy,2.25,34.0,2410
23871,Vistara,UK-810,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,7.0,,11919
23872,Vistara,UK-720,Kolkata,,two_or_more,Evening,Bangalore,Economy,9.83,41.0,8111
23873,Air_India,AI-537,Delhi,Evening,one,Morning,Hyderabad,Economy,17.67,44.0,4181
23874,Air_India,AI-888,Mumbai,Evening,one,Afternoon,Kolkata,Business,19.5,21.0,49725
23875,Air_India,AI-671,Mumbai,,one,Morning,Delhi,Economy,23.83,22.0,4841
23876,Vistara,UK-836,Chennai,Morning,one,Evening,Hyderabad,Economy,9.17,4.0,16278
23877,Vistara,UK-708,Kolkata,Night,one,Morning,Bangalore,Economy,15.42,40.0,8111
23878,Air_India,AI-768,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,,18.0,6339
23879,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Business,11.33,44.0,59254
23880,Air_India,AI-887,Delhi,Early_Morning,zero,Morning,Mumbai,Economy,2.08,16.0,2476
23881,AirAsia,I5-552,Kolkata,Early_Morning,one,Evening,Bangalore,Economy,11.08,20.0,5792
23882,Vistara,UK-849,Mumbai,Evening,one,Morning,Hyderabad,Economy,15.58,,3334
23883,,UK-981,Delhi,Night,one,Morning,Chennai,Economy,14.0,16.0,5098
23884,Indigo,0.00E+00,Kolkata,Morning,one,Afternoon,Delhi,Economy,6.67,,6489
23885,Vistara,UK-858,Bangalore,Early_Morning,one,Evening,Delhi,Economy,10.25,38.0,4111
23886,Air_India,AI-865,Delhi,Morning,zero,Afternoon,Mumbai,Business,2.17,14.0,22152
23887,Vistara,UK-941,Delhi,Evening,zero,Evening,Mumbai,Business,2.33,26.0,29992
23888,AirAsia,I5-552,Kolkata,Early_Morning,one,Night,Bangalore,Economy,15.92,44.0,3862
23889,SpiceJet,SG-678,Chennai,,one,Morning,Delhi,Economy,27.17,32.0,4827
23890,Vistara,UK-858,Bangalore,Early_Morning,one,Night,Chennai,Economy,16.42,16.0,4672
23891,Vistara,UK-808,Bangalore,Early_Morning,one,Night,Mumbai,Business,,29.0,67004
23892,Air_India,AI-543,Hyderabad,Morning,one,Morning,Bangalore,Economy,21.58,39.0,5894
23893,,AI-503,Bangalore,Evening,one,Morning,Hyderabad,Economy,18.08,20.0,6200
23894,Air_India,AI-687,Mumbai,Afternoon,one,Afternoon,Chennai,Economy,20.67,9.0,11627
23895,Vistara,UK-706,Delhi,Afternoon,one,Morning,Mumbai,Economy,21.83,13.0,9000
23896,Air_India,AI-440,Chennai,Early_Morning,one,Night,Mumbai,Business,15.42,21.0,49553
23897,Air_India,AI-887,Delhi,Early_Morning,,Morning,Chennai,Business,27.92,24.0,45257
23898,,UK-960,Mumbai,Morning,one,Night,Bangalore,Business,8.5,,66928
23899,Vistara,UK-850,Bangalore,Evening,one,Morning,Delhi,Business,13.75,20.0,65033
23900,Vistara,UK-812,Bangalore,Morning,one,Evening,Chennai,Economy,6.58,26.0,6510
23901,Indigo,0.00E+00,Kolkata,,one,Evening,Hyderabad,Economy,7.5,20.0,6489
23902,Vistara,UK-720,Kolkata,Early_Morning,one,Night,Hyderabad,Business,15.75,38.0,52175
23903,AirAsia,I5-1563,Kolkata,Evening,two_or_more,Morning,Chennai,Economy,12.75,2.0,13014
23904,AirAsia,I5-631,Mumbai,Morning,,Afternoon,Delhi,Economy,5.75,29.0,2336
23905,Vistara,UK-854,Bangalore,Evening,one,Late_Night,Delhi,Business,6.5,20.0,42521
23906,Air_India,AI-768,Kolkata,Afternoon,zero,Evening,Delhi,Economy,2.5,1.0,8589
23907,Air_India,AI-430,Chennai,Morning,zero,Afternoon,Delhi,Economy,3.08,26.0,2271
23908,Vistara,UK-812,Bangalore,Morning,one,Night,Mumbai,Economy,11.5,14.0,11205
23909,Vistara,UK-822,Chennai,Morning,one,Night,Bangalore,Business,13.08,44.0,44144
23910,GO_FIRST,G8-515,Hyderabad,Morning,,Evening,Delhi,Economy,9.0,35.0,6198
23911,,UK-890,Hyderabad,Evening,,Evening,Chennai,Economy,22.67,42.0,4359
23912,Vistara,UK-928,Mumbai,Early_Morning,one,Afternoon,Hyderabad,Business,6.08,,53645
23913,GO_FIRST,G8-7556,Hyderabad,Afternoon,one,Night,Mumbai,Economy,6.42,44.0,4165
23914,Vistara,UK-988,Mumbai,Night,one,Morning,Bangalore,Economy,13.92,36.0,6450
23915,Air_India,AI-538,Chennai,Night,one,Morning,Bangalore,Business,12.58,30.0,60260
23916,,0.00E+00,Delhi,Afternoon,one,Night,Bangalore,Economy,8.5,42.0,5698
23917,Vistara,UK-874,Hyderabad,Morning,one,Evening,Bangalore,Economy,9.25,33.0,5441
23918,Vistara,UK-824,Chennai,Night,one,Evening,Delhi,Business,20.42,19.0,65872
23919,Air_India,AI-442,Mumbai,Afternoon,one,Night,Chennai,Business,8.0,32.0,49613
23920,AirAsia,I5-336,Mumbai,Night,one,Morning,Kolkata,Economy,12.83,31.0,2836
23921,SpiceJet,SG-8152,Mumbai,Early_Morning,one,Morning,Kolkata,Economy,25.75,34.0,6093
23922,Vistara,UK-774,Kolkata,Night,one,Morning,Bangalore,Business,12.25,12.0,52287
23923,Air_India,AI-505,Bangalore,Morning,one,Night,Kolkata,Business,11.92,35.0,60508
23924,Vistara,UK-772,Kolkata,Morning,one,Night,Bangalore,Business,12.42,23.0,52287
23925,Vistara,UK-811,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Business,10.92,29.0,84222
23926,Indigo,0.00E+00,Hyderabad,,zero,Afternoon,Bangalore,Economy,1.33,18.0,1776
23927,Vistara,UK-822,Chennai,Morning,one,Afternoon,Hyderabad,Business,26.5,31.0,41064
23928,Air_India,AI-440,Chennai,Early_Morning,two_or_more,Evening,Bangalore,Economy,10.08,4.0,14808
23929,Air_India,AI-763,Kolkata,Early_Morning,zero,Morning,Delhi,Business,2.25,38.0,28510
23930,,I5-1529,Delhi,Morning,two_or_more,Night,Kolkata,Economy,,3.0,5953
23931,Vistara,UK-774,Kolkata,Night,one,Morning,Delhi,Economy,13.08,7.0,13524
23932,,AI-687,Mumbai,Afternoon,one,Morning,Chennai,Economy,16.92,11.0,9201
23933,Indigo,0.00E+00,Mumbai,Early_Morning,one,Evening,Delhi,Economy,9.42,10.0,5939
23934,GO_FIRST,G8-7562,Kolkata,Afternoon,one,Evening,Delhi,Economy,6.08,40.0,6324
23935,,AI-453,Delhi,Early_Morning,two_or_more,Morning,Kolkata,Economy,27.92,41.0,9523
23936,Air_India,AI-867,Mumbai,Night,one,Evening,Hyderabad,Business,21.83,12.0,45693
23937,Indigo,0.00E+00,Delhi,Late_Night,zero,Early_Morning,Bangalore,Economy,,23.0,4500
23938,Vistara,UK-706,Kolkata,Morning,one,Night,Mumbai,Economy,11.0,17.0,7971
23939,Indigo,0.00E+00,Delhi,Early_Morning,zero,Morning,Hyderabad,Economy,2.25,26.0,2098
23940,Vistara,UK-838,Chennai,Night,one,Evening,Mumbai,Business,20.58,22.0,74305
23941,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,,37.0,6568
23942,Vistara,UK-880,Hyderabad,Afternoon,zero,Afternoon,Delhi,Business,2.25,26.0,24234
23943,Vistara,UK-876,Hyderabad,Night,one,Morning,Chennai,Economy,,26.0,6287
23944,GO_FIRST,G8-518,Bangalore,Night,one,Afternoon,Kolkata,Economy,13.67,13.0,5684
23945,Vistara,UK-836,Chennai,,one,Night,Mumbai,Business,12.08,35.0,57505
23946,SpiceJet,SG-8130,Kolkata,Early_Morning,one,Morning,Mumbai,Economy,26.58,40.0,7569
23947,Indigo,0.00E+00,Chennai,Afternoon,one,Night,Kolkata,Economy,8.83,45.0,4079
23948,Indigo,0.00E+00,Bangalore,,zero,Night,Mumbai,Economy,2.0,26.0,2201
23949,Air_India,AI-619,Mumbai,Night,zero,Night,Hyderabad,Business,1.33,4.0,17548
23950,Vistara,UK-850,Bangalore,Evening,one,Evening,Chennai,Business,24.0,30.0,44280
23951,Vistara,UK-975,Delhi,Early_Morning,zero,Early_Morning,Mumbai,Economy,2.17,7.0,5955
23952,Indigo,0.00E+00,Bangalore,Afternoon,one,Night,Kolkata,Economy,7.17,,3393
23953,Vistara,UK-897,Bangalore,Early_Morning,one,Afternoon,Mumbai,Economy,6.58,9.0,8434
23954,Air_India,AI-402,Kolkata,Morning,one,Late_Night,Bangalore,Economy,13.75,,16989
23955,Indigo,0.00E+00,Kolkata,Afternoon,one,Late_Night,Bangalore,Economy,11.17,37.0,4284
23956,Vistara,UK-880,Hyderabad,Afternoon,,Evening,Kolkata,Economy,,,6275
23957,Vistara,UK-860,Hyderabad,Early_Morning,,Afternoon,Mumbai,Business,5.75,17.0,58315
23958,Air_India,AI-526,Kolkata,Evening,one,Early_Morning,Chennai,Economy,12.33,11.0,20559
23959,Vistara,UK-774,Kolkata,Night,one,Evening,Delhi,Business,20.33,7.0,74015
23960,SpiceJet,SG-488,Mumbai,Morning,one,Evening,Chennai,Economy,6.83,7.0,16549
23961,SpiceJet,SG-3281,Kolkata,Afternoon,one,Evening,Delhi,Economy,4.67,25.0,5120
23962,Air_India,AI-770,Kolkata,,one,Night,Hyderabad,Economy,27.08,34.0,4724
23963,Vistara,UK-927,Delhi,Morning,,Evening,Kolkata,Economy,7.33,20.0,7504
23964,,UK-720,Kolkata,Early_Morning,one,Night,Mumbai,Business,14.08,39.0,64831
23965,AirAsia,I5-740,Delhi,Early_Morning,two_or_more,Evening,Kolkata,Economy,11.25,37.0,2480
23966,GO_FIRST,G8-392,Delhi,Afternoon,one,Late_Night,Bangalore,Economy,9.58,37.0,4020
23967,Vistara,UK-816,Bangalore,,one,Night,Mumbai,Economy,12.33,,6568
23968,AirAsia,I5-583,Kolkata,Afternoon,two_or_more,Night,Delhi,Economy,9.08,9.0,5953
23969,Vistara,UK-778,Kolkata,Afternoon,zero,Evening,Delhi,Business,2.42,42.0,38590
23970,SpiceJet,SG-337,Kolkata,Afternoon,one,Morning,Mumbai,Economy,20.08,17.0,5913
23971,Indigo,0.00E+00,Chennai,Early_Morning,,Morning,Delhi,Economy,2.83,45.0,7391
23972,Vistara,UK-863,Mumbai,,two_or_more,Night,Chennai,Economy,11.17,11.0,17103
23973,Vistara,UK-778,Kolkata,Afternoon,one,Morning,Hyderabad,Economy,18.33,33.0,6075
23974,Air_India,AI-541,Hyderabad,Evening,one,Afternoon,Mumbai,Economy,20.58,23.0,4783
23975,AirAsia,I5-423,Mumbai,,one,Late_Night,Bangalore,Economy,9.17,45.0,2074
23976,Indigo,0.00E+00,Chennai,,one,Late_Night,Mumbai,Economy,8.08,,2857
23977,Air_India,AI-503,Bangalore,Evening,one,Afternoon,Kolkata,Economy,18.67,38.0,6163
23978,GO_FIRST,G8-510,Bangalore,Early_Morning,one,Evening,Chennai,Economy,9.67,14.0,8625
23979,,UK-954,Mumbai,Early_Morning,one,Morning,Bangalore,Economy,5.83,13.0,11129
23980,Vistara,UK-830,Hyderabad,,one,Evening,Mumbai,Economy,8.75,42.0,4416
23981,,UK-852,Bangalore,Morning,one,Afternoon,Delhi,Business,5.0,31.0,42521
23982,Vistara,UK-737,Delhi,Afternoon,zero,Evening,Kolkata,Business,2.17,36.0,27976
23983,Vistara,UK-812,Bangalore,Morning,one,Evening,Hyderabad,Business,10.17,5.0,56588
23984,Indigo,0.00E+00,Delhi,Afternoon,one,Night,Hyderabad,Economy,8.75,18.0,4393
23985,,UK-858,Bangalore,Early_Morning,one,Evening,Kolkata,Economy,13.25,9.0,14839
23986,AirAsia,I5-713,Delhi,,two_or_more,Morning,Chennai,Economy,16.33,38.0,1998
23987,Air_India,AI-503,Bangalore,Evening,one,Evening,Mumbai,Business,24.17,36.0,54684
23988,Vistara,UK-801,Delhi,Morning,one,Night,Mumbai,Business,12.75,4.0,53164
23989,Vistara,UK-944,Mumbai,Afternoon,one,Morning,Chennai,Business,19.25,17.0,82317
23990,Air_India,AI-895,Delhi,Early_Morning,one,Night,Kolkata,Economy,15.08,46.0,5820
23991,Vistara,UK-816,Bangalore,Morning,one,Night,Hyderabad,Economy,9.42,10.0,18035
23992,Vistara,UK-975,Delhi,Early_Morning,one,Afternoon,Hyderabad,Economy,6.5,22.0,5549
23993,Indigo,0.00E+00,Hyderabad,Early_Morning,one,Afternoon,Mumbai,Economy,8.75,3.0,13588
23994,Air_India,AI-864,Mumbai,Early_Morning,one,Evening,Chennai,Economy,12.0,8.0,9201
23995,Vistara,UK-820,Bangalore,Evening,one,Night,Mumbai,Economy,6.0,14.0,11205
23996,,UK-866,Bangalore,Night,,Afternoon,Delhi,Economy,18.0,7.0,13378
23997,Indigo,0.00E+00,Bangalore,Morning,one,Afternoon,Hyderabad,Economy,4.75,1.0,6638
23998,AirAsia,I5-2991,Kolkata,Night,zero,Late_Night,Bangalore,Economy,2.75,6.0,6490
23999,Vistara,UK-808,Bangalore,,one,Night,Hyderabad,Economy,14.92,16.0,6133
24000,Air_India,AI-763,Kolkata,Early_Morning,one,Evening,Mumbai,Business,11.33,47.0,50271
24001,Air_India,AI-683,Mumbai,Night,one,Night,Bangalore,Economy,25.5,40.0,3885
24002,Vistara,UK-954,Mumbai,Early_Morning,one,Night,Bangalore,Economy,,,11129
